Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,NotesAdmin,
19516,Direct Characterization of Grounding System Wide-Band Input Impedance,(PHY) Engineering - Electrical;,"Department of Electrical and Computer Engineering, Shahid Beheshti University, Tehran, Iran; Department of Electrical Engineering, Bu-Ali Sina University, Hamedan, Iran; Ecole Polytechnique de Montreal, Montreal, QC, Canada;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Canada;Iran,Babak Honarbakhsh;Hamidreza Karami;Keyhan Sheshyekani,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2700499,0,42866,10.1109/TEMC.2017.2700499,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7926409 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19534,Electric Dipole Equations in Very Near Field Conditions for Electromagnetic Shielding Assessment. Part I: Radiation Equations,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; IBM Systems Group, Research Triangle Park, NC, USA; LAIRD Technologies, Manchester, NH, USA; Electrical and Electronics Engineering, Missouri University of Science and Technology, Rolla, MO, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;United States,Stefano Piersanti;Francesco de Paulis;Antonio Orlandi;Sam Connor;Bruce Archambeault;Paul Dixon;Mohammad Ali Khorrami;James L Drewniak,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2674179,0,42804,10.1109/TEMC.2017.2674179,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7875475 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19527,"Electric Dipole Equations in Very-Near-Field Conditions for Electromagnetic Shielding Assessment - Part II: Wave Impedance, Reflection, and Transmission",(PHY) Engineering - Electrical;,"Department of Industrial and Information Engineering and Economics, UAq ?Electromagnetic Compatibility Laboratory, University of L'Aquila, L'Aquila, Italy; IBM Systems Group, Durham, NC, USA; LAIRD Technologies, Manchester, NH, USA; Electrical and Electronics Engineering Department, Missouri University of Science and Technology, Rolla, MO, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;United States,Stefano Piersanti;Francesco de Paulis;Antonio Orlandi;SAm Connor;Bruce Archambeault;Paul Dixon;Mohammad Ali Khorrami;James L Drewniak,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2674183,0,42804,10.1109/TEMC.2017.2674183,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7875480 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19525,Exact Near-Field Formulation for Shielding Evaluation: The Werner's Equations Revised,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Stefano Piersanti;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2698081,0,42859,10.1109/TEMC.2017.2698081,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7919188 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19536,Experimental Validation of a 3D FSS Designed by Periodic Conductive Fibers Part-1: Band-Pass Filter Characteristic,(PHY) Engineering - Electrical;,"Department of Electrical and Electronics Engineering, Sakarya University, Sakarya, Turkey; UEKAE, BILGEM, TUBITAK, Gebze, Turkey; Department of EMI/EMC Test and Evaluation, BILGEM, TUBITAK, Gebze, Turkey; UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;Turkey,Muhammet Hilmi Nisanci;Ahmet Yayha Tesneli;Nigar Berna Tesneli;Fatih Ustuner;Ekrem Demirel;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2698829,0,42901,10.1109/TEMC.2017.2698829,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7949072 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19535,Experimental Validation of a 3D FSS Designed by Periodic Conductive Fibers Part-2: Band-Stop Filter Characteristic,(PHY) Engineering - Electrical;,"Department of Electrical and Electronics Engineering, Sakarya University, Sakarya, Turkey; UEKAE, BILGEM, TUBITAK, Gebze, Turkey; Department of EMI/EMC Test and Evaluation, BILGEM, TUBITAK, Gebze, Turkey; UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;Turkey,Muhammet Hilmi Nisanci;Nigar Berna Tesneli;Ahmet Yahya Tesneli;Fatih Ustuner;Ekrem Demirel;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2698835,0,42892,10.1109/TEMC.2017.2698835,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7940037 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19531,FDTD Implementation of Resistive Coupling at MTL Termination Networks,(PHY) Engineering - Electrical;,"Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; HW Design, INTECS Spa, L'Aquila, Italy; Department of Electrical Engineering, University of L'Aquila, L'Aquila, Italy; Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United States,Enza Pellegrino;Riccardo Cecchetti;Carlo Olivieri;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2685632,0,42831,10.1109/TEMC.2017.2685632,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8347186 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19511,Genetic Algorithm Optimization for the Total Radiated Power of a Meandered Line by Using an Artificial Neural Network,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Stefano Piersanti;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2764623,0,43039,10.1109/TEMC.2017.2764623,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8091000 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19509,Impact of Frequency-Dependent Terminations and Defect Impedances on the Accuracy of the Unmatched-Media Time Reversal Method,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of Lâ€™Aquila, Lâ€™Aquila 67100, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Antonio Orlandi;Carlo Olivieri,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2785839,0,43103,10.1109/TEMC.2017.2785839,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8245829 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19513,Impact of Genetic Algorithm Control Parameters on Chip PDN Decoupling Capacitors Placement,(PHY) Engineering - Electrical;,"Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Stefano Piersanti;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2772220,0,43056,10.1109/TEMC.2017.2772220,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8114204 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19520,Localization of Short and Open Defects in Multilayer Through Silicon Vias (TSV) Daisy-Chain Structures,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; Department of Electrical Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;South Korea,Stefano Piersanti;Francesco de Paulis;Carlo Olivier;Daniel H Jung;Joungho Kim;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2685348,0,42831,10.1109/TEMC.2017.2685348,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7893785 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19515,Multiple Objectives Optimization for an EBG Common Mode Filter by Using an Artificial Neural Network,(PHY) Engineering - Electrical;,"Department of Electrical Engineering, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2749624,0,42992,10.1109/TEMC.2017.2749624,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8038001 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19518,Near Field Shielding Performances of Absorbing Materials for Integrated Circuits (IC) Applications Part I: Lateral Excitation,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; IBM Systems Group, Research Triangle Park, Durham, NC, USA; LAIRD Technologies, Manchester, NH, USA; Department of Electrical and Electronics Engineering, Missouri University of Science and Technology, Rolla, MO, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;United States,Stefano Piersanti;Antonio Orlandi;Francesco de Paulis;Sam Connor;Mohammad Ali Khorrami;Paul Dixon;Bruce Arcgambeault;James L Drewniak,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2726548,0,42936,10.1109/TEMC.2017.2726548,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7987021 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19528,Near-Field Shielding Performances of Absorbing Materials for Integrated Circuits (IC) Applications. Part II: Crossing Excitation,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; IBM Systems Group, Research Triangle Park, Durham, NC, USA; LAIRD Technologies, Manchester, NH, USA; IBM Systems Group, Research Triangle Park, Durham, NC, USA; Department of Electrical and Electronics Engineering, Missouri University of Science and Technology, Rolla, MO, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;United States,Stefano Piersanti;Antonio Orlandi;Francesco de Paulis;Sam Connor;Mohammad Ali Khorrami;Paul Dixon;Bruce Archambeault;James L Drewniak,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2731794,0,42948,10.1109/TEMC.2017.2731794,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7999162 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19530,Objective MIMO Measurement,(PHY) Engineering - Electrical;,"Department of Electronics and Information Engineering, Hunan University, Changsha, China; General Test Systems, Shenzhen, China; Missouri University of Science and Technology, Rolla, MO, USA; Electromagnetic Compatibility Laboratory, University of L'Aquila, L'Aquila, Italy; Google, Mountain View, CA, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United States,Jun Li;Yihong Qi;Wei Yu;Fuhai Li;Jun Fan;Antonio Orlandi;Zhiping Yang;Songping Wu,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2018.2804041,0,43215,10.1109/TEMC.2018.2804041,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8347186 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19512,Reduction of Total Radiated Power From a Planar EBG by Using a Multiple Objectives Sequential Optimization,(PHY) Engineering - Electrical;,"Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2747639,0,42992,10.1109/TEMC.2017.2747639,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8037988 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19521,Resistive Coupling at Termination Networks of Lossy and Externally Excited MTL: An FDTD Formulation,(PHY) Engineering - Electrical;,"Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; INTECS spa, L'Aquila, Italy; Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Enza Pellegrino;Antonio Orlandi;Riccardo Cecchetti;Francesco de Paulis;Carlo Olivieri,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2707383,0,42884,10.1109/TEMC.2017.2707383,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7935467 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19526,Review of the EMC Aspects of Internet of Things,(PHY) Engineering - Electrical;,"General Test Systems, Shenzhen, China; Hunan University, Changsha, China; University of Waterloo, Waterloo, ON, Canada; Missouri University of Science and Technology, Rolla, MO, USA; UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy; Hosei University, Tokyo, Japan; Missouri University of Science and Technology, Rolla, MO, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;Japan;United States,Yihong Qi;Jiyu Wu;Guang Gong;Jun Fan;Antonio Orlandi;Wei Yu;Jinhua Ma;James L Drewniak,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Review Article;,43424,10.1109/TEMC.2017.2775651,0,43087,10.1109/TEMC.2017.2775651,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8219409 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19524,Review of the Feature Selective Validation Method (FSV). Part I -Theory,(PHY) Engineering - Electrical;,"De Montfort University, Leicester, UK; UAq EMC Laboratory, University of L'Aquila, L'Aquila, Italy; Harbin Institute of Technology, Harbin, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United Kingdom,Alistair P Duffy;Antonio Orlandi;Gang Zhang,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Review Article;,43424,10.1109/TEMC.2017.2776406,0,43075,10.1109/TEMC.2017.2776406,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8168353 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19529,Review of the Feature Selective Validation Method (FSV). Part II - Performance Analysis and Research Fronts,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, University of L'Aquila, L'Aquila AQ, Italy; De Montfort University, Leicester, UK; Harbin Institute of Technology, Harbin, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United Kingdom,Antonio Orlandi;Alistair P Duffy;Gang Zhang,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Review Article;,43424,10.1109/TEMC.2018.2796080,0,43137,10.1109/TEMC.2018.2796080,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8283564 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19533,Signal and Power Integrity SPICE Cosimulation Versus 3-D EM Co-Extraction for DDR Memory Interface Modules,(PHY) Engineering - Electrical;,"UTAR, Jalan Sungai Long, Bandar Sungai Long, Cheras 43000 Kajang, Selangor, Malaysia ; Samsung Electronics, Mobile Division, HE-Group, Gyeonggi-do 16677, South Korea;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Malaysia;South Korea,Lian Kheng Teoh;Nitin Srivastava;Hwanwoo Shim;Chung Boon-Kuan;Antonia Ciccomncini Scogna,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2018.2817259,0,43195,10.1109/TEMC.2018.2817259,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8331977 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19522,Statistical Figures of Merit for the Feature Selective Validation Method,(PHY) Engineering - Electrical;,"Harbin Institute of Technology, Harbin, China; De Montfort University, Leicester, UK; UAq EMC Laboratory, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United Kingdom,Gang Zhang;Alistair P Duffy;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2695658,0,42865,10.1109/TEMC.2017.2695658,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7924307 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19510,The Bounded Phase Property of the Time-Reversal Current Transfer Function for the Locations of Longitudinal Defects in Transmission Lines,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Enza Pellegrino;Antonio Orlandi;Carlo Olivieri,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2018.2807586,0,43181,10.1109/TEMC.2018.2807586,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8322418 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19538,Approximate Versus Exact Near Field Formulation for a Cylindrical Electric Dipole,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Stefano Piersanti;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43406,10.1109/TEMC.2017.2674184,0,42802,10.1109/TEMC.2017.2674184,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/7874190 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
